txid,[known_real_inputs]
71337bcafd703e1100465a5eca93762946e39dc168497e6bbc08be7c2f9bdbde,[1824570,1824715]
75a5b6a55a160458066f50df586c8499de3cf90e0c392df015be9ac1ec3d0f4d,[1824604,1824826,1824082,1824994,1823811]
3c234782745a8c518946d30792b7e111152c32f86a6b672a2b6b730c19142261,[1823810,1824568,1824992,1824083,1824827,1824714,1823680]
